Project Name,District/Planning Area,Completion,URL
RIVERSHIRE,D9 / River Valley,1991,https://www.edgeprop.sg/condo-apartment/rivershire
RIVERSIDE 48,D9 / Singapore River,2000,https://www.edgeprop.sg/condo-apartment/riverside-48
RIVERSOUND RESIDENCE,D19 / Sengkang,2015,https://www.edgeprop.sg/condo-apartment/riversound-residence
RIVERVALE CREST,D19 / Sengkang,2002,https://www.edgeprop.sg/condo-apartment/rivervale-crest
RIVERWALK APARTMENTS,D1 / Singapore River,1985,https://www.edgeprop.sg/condo-apartment/riverwalk-apartments
RIVIERA 38,D12 / Kallang,2014,https://www.edgeprop.sg/condo-apartment/riviera-38
RIVIERA POINT,D9 / River Valley,1993,https://www.edgeprop.sg/condo-apartment/riviera-point
RIVIERA RESIDENCES,D16 / Bedok,2007,https://www.edgeprop.sg/condo-apartment/riviera-residences
RIZ HAVEN,D17 / Pasir Ris,2010,https://www.edgeprop.sg/condo-apartment/riz-haven
ROBERTSON 100,D9 / Singapore River,2004,https://www.edgeprop.sg/condo-apartment/robertson-100
ROBERTSON BLUE,D9 / Singapore River,2006,https://www.edgeprop.sg/condo-apartment/robertson-blue
ROBERTSON EDGE,D9 / River Valley,2008,https://www.edgeprop.sg/condo-apartment/robertson-edge
ROBIN COURT,D10 / Tanglin,1982,https://www.edgeprop.sg/condo-apartment/robin-court
ROBIN REGALIA,D10 / Tanglin,2000,https://www.edgeprop.sg/condo-apartment/robin-regalia
ROBIN STAR,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/robin-star
ROBINSON SUITES,D1 / Downtown Core,2016,https://www.edgeprop.sg/condo-apartment/robinson-suites
ROCCA BALESTIER,D12 / Novena,2005,https://www.edgeprop.sg/condo-apartment/rocca-balestier
ROCHELLE AT NEWTON,D11 / Novena,2012,https://www.edgeprop.sg/condo-apartment/rochelle-at-newton
ROSALIA PARK,D19 / Serangoon,1995,https://www.edgeprop.sg/condo-apartment/rosalia-park
ROSE COURT,D15 / Geylang,1973,https://www.edgeprop.sg/condo-apartment/rose-court
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/rose-garden-old
ROSE MAISON,D15 / Marine Parade,2001,https://www.edgeprop.sg/condo-apartment/rose-maison
ROSE MANSIONS,D15 / Geylang,1977,https://www.edgeprop.sg/condo-apartment/rose-mansions
ROSE VILLE,D15 / Geylang,2000,https://www.edgeprop.sg/condo-apartment/rose-ville
ROSEVALE,D11 / Novena,2001,https://www.edgeprop.sg/condo-apartment/rosevale
ROSEWOOD,D25 / Woodlands,2003,https://www.edgeprop.sg/condo-apartment/rosewood
ROSEWOOD SUITES,D25 / Woodlands,2011,https://www.edgeprop.sg/condo-apartment/rosewood-suites
ROSYTH LODGE,D19 / Hougang,1998,https://www.edgeprop.sg/condo-apartment/rosyth-lodge
ROSYTH RESIDENCE,D19 / Hougang,2007,https://www.edgeprop.sg/condo-apartment/rosyth-residence
ROSYTH VILLE,D19 / Hougang,2007,https://www.edgeprop.sg/condo-apartment/rosyth-ville
ROVGALE MANSIONS,D15 / Marine Parade,1992,https://www.edgeprop.sg/condo-apartment/rovgale-mansions
ROXY SQUARE,D15 / Marine Parade,1991,https://www.edgeprop.sg/condo-apartment/roxy-square
ROYAL COURT,D21 / Bukit Timah,1998,https://www.edgeprop.sg/condo-apartment/royal-court
21 ANDERSON ROYAL OAK RESIDENCE,D10 / Tanglin,1999,https://www.edgeprop.sg/condo-apartment/21-anderson-royal-oak-residence
ROYALE MANSIONS,D15 / Marine Parade,1992,https://www.edgeprop.sg/condo-apartment/royale-mansions
ROYALVILLE,D10 / Bukit Timah,1987,https://www.edgeprop.sg/condo-apartment/royalville
ROYCE RESIDENCES,D14 / Geylang,2013,https://www.edgeprop.sg/condo-apartment/royce-residences
RUBY APARTMENTS,D12 / Novena,1992,https://www.edgeprop.sg/condo-apartment/ruby-apartments
RUBY PLAZA,D12 / Novena,1981,https://www.edgeprop.sg/condo-apartment/ruby-plaza
RV EDGE,D10 / Tanglin,2013,https://www.edgeprop.sg/condo-apartment/rv-edge
RV POINT,D9 / Singapore River,2015,https://www.edgeprop.sg/condo-apartment/rv-point
RV SUITES,D10 / Tanglin,2012,https://www.edgeprop.sg/condo-apartment/rv-suites
SAGE,D10 / Tanglin,2012,https://www.edgeprop.sg/condo-apartment/sage
SAI HO BUILDING,D19 / Hougang,1986,https://www.edgeprop.sg/condo-apartment/sai-ho-building
SALLIM LODGE,D14 / Geylang,1995,https://www.edgeprop.sg/condo-apartment/sallim-lodge
SAM KIANG MANSIONS,D9 / River Valley,1999,https://www.edgeprop.sg/condo-apartment/sam-kiang-mansions
SAM LEONG MANSION,D8 / Kallang,1978,https://www.edgeprop.sg/condo-apartment/sam-leong-mansion
SAMFORD MANSION,D12 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/samford-mansion
SANCTUARY GREEN,D15 / Kallang,2004,https://www.edgeprop.sg/condo-apartment/sanctuary-green
SANDALWOOD,D15 / Marine Parade,2005,https://www.edgeprop.sg/condo-apartment/sandalwood
SANDY PALM,D17 / Pasir Ris,2002,https://www.edgeprop.sg/condo-apartment/sandy-palm
SANTA FE MANSIONS,D15 / Marine Parade,1997,https://www.edgeprop.sg/condo-apartment/santa-fe-mansions
SAPPHIRE COURT,D15 / Bedok,1992,https://www.edgeprop.sg/condo-apartment/sapphire-court
SARHAD VILLE,D5 / Queenstown,1994,https://www.edgeprop.sg/condo-apartment/sarhad-ville
SARINAVILLE,D14 / Bedok,Unknown,https://www.edgeprop.sg/condo-apartment/sarinaville
SARKIES COURT,D10 / Newton,1978,https://www.edgeprop.sg/condo-apartment/sarkies-court
SAVANNAH CONDOPARK,D18 / Tampines,2005,https://www.edgeprop.sg/condo-apartment/savannah-condopark
SCENIC HEIGHTS,D12 / Novena,2005,https://www.edgeprop.sg/condo-apartment/scenic-heights
SCK VILLE,D15 / Marine Parade,1997,https://www.edgeprop.sg/condo-apartment/sck-ville
SCOTTS 28,D9 / Newton,1998,https://www.edgeprop.sg/condo-apartment/scotts-28
SCOTTS HIGHPARK,D9 / Orchard,2009,https://www.edgeprop.sg/condo-apartment/scotts-highpark
SCOTTS SQUARE,D9 / Orchard,2011,https://www.edgeprop.sg/condo-apartment/scotts-square
SEA AVENUE MANSIONS,D15 / Marine Parade,1997,https://www.edgeprop.sg/condo-apartment/sea-avenue-mansions
SEA AVENUE RESIDENCES,D15 / Marine Parade,2006,https://www.edgeprop.sg/condo-apartment/sea-avenue-residences
SEA BREEZE APARTMENTS,D15 / Marine Parade,Unknown,https://www.edgeprop.sg/condo-apartment/sea-breeze-apartments
SEASCAPE,D4 / Southern Islands,2011,https://www.edgeprop.sg/condo-apartment/seascape
SEASIDE PARK,D15 / Bedok,2000,https://www.edgeprop.sg/condo-apartment/seaside-park
SEASONS PARK,D26 / Ang Mo Kio,1997,https://www.edgeprop.sg/condo-apartment/seasons-park
SEASONS VIEW,D20 / Bishan,2000,https://www.edgeprop.sg/condo-apartment/seasons-view
SEASTRAND,D18 / Pasir Ris,2014,https://www.edgeprop.sg/condo-apartment/seastrand
SEAVIEW POINT,D15 / Marine Parade,1994,https://www.edgeprop.sg/condo-apartment/seaview-point
SECOND AVENUE JUNCTION,D10 / Bukit Timah,1996,https://www.edgeprop.sg/condo-apartment/second-avenue-junction
SEEDEVI,D11 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/seedevi
SELANTING GREEN,D21 / Bukit Timah,1998,https://www.edgeprop.sg/condo-apartment/selanting-green
SELEGIE CENTRE,D7 / Rochor,1985,https://www.edgeprop.sg/condo-apartment/selegie-centre
SELETAR GARDEN,D28 / Ang Mo Kio,1987,https://www.edgeprop.sg/condo-apartment/seletar-garden
SELETAR SPRINGS CONDOMINIUM,D28 / Hougang,2000,https://www.edgeprop.sg/condo-apartment/seletar-springs-condominium
SELETARIS,D27 / Sembawang,2001,https://www.edgeprop.sg/condo-apartment/seletaris
SEMBAWANG COTTAGE,D27 / Mandai,1997,https://www.edgeprop.sg/condo-apartment/sembawang-cottage
SENG MANSION,D10 / Tanglin,1980,https://www.edgeprop.sg/condo-apartment/seng-mansion
SERAN COURT,D13 / Serangoon,1984,https://www.edgeprop.sg/condo-apartment/seran-court
SERANGOON APARTMENTS,D19 / Hougang,1978,https://www.edgeprop.sg/condo-apartment/serangoon-apartments
SERAYA 9,D15 / Marine Parade,2009,https://www.edgeprop.sg/condo-apartment/seraya-9
SERAYA BREEZE,D15 / Marine Parade,2001,https://www.edgeprop.sg/condo-apartment/seraya-breeze
SERAYA COURT,D15 / Marine Parade,1994,https://www.edgeprop.sg/condo-apartment/seraya-court
SERAYA VILLE,D15 / Marine Parade,1991,https://www.edgeprop.sg/condo-apartment/seraya-ville
SERENE HOUSE,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/serene-house
SERENE VIEW MANSIONS,D13 / Serangoon,1984,https://www.edgeprop.sg/condo-apartment/serene-view-mansions
SERENITY PARK,D28 / Serangoon,1995,https://www.edgeprop.sg/condo-apartment/serenity-park
SETIA RESIDENCES,D11 / Novena,2003,https://www.edgeprop.sg/condo-apartment/setia-residences
SEVEN HOLT ROAD,D10 / Tanglin,2000,https://www.edgeprop.sg/condo-apartment/seven-holt-road
SEVEN PALMS SENTOSA COVE,D4 / Southern Islands,2013,https://www.edgeprop.sg/condo-apartment/seven-palms-sentosa-cove
SHAN COURT,D12 / Novena,1975,https://www.edgeprop.sg/condo-apartment/shan-court
SHAN GATE APARTMENTS,D12 / Novena,1991,https://www.edgeprop.sg/condo-apartment/shan-gate-apartments
SHAN MANSIONS,D12 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/shan-mansions
SHANGHAI COURT,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/shanghai-court
SHANGHAI LODGE,D10 / Tanglin,1994,https://www.edgeprop.sg/condo-apartment/shanghai-lodge
SHANGHAI ONE,D10 / Tanglin,2007,https://www.edgeprop.sg/condo-apartment/shanghai-one
SHANGHAI RESIDENCES,D10 / Tanglin,Unknown,https://www.edgeprop.sg/condo-apartment/shanghai-residences
SHEARES VILLE,D10 / Tanglin,2003,https://www.edgeprop.sg/condo-apartment/sheares-ville
SHEBA LODGE,D15 / Geylang,1998,https://www.edgeprop.sg/condo-apartment/sheba-lodge
SHELFORD 23,D11 / Bukit Timah,2011,https://www.edgeprop.sg/condo-apartment/shelford-23
SHELFORD APARTMENT,D11 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/shelford-apartment
SHELFORD BOUGENVILLA,D11 / Bukit Timah,1981,https://www.edgeprop.sg/condo-apartment/shelford-bougenvilla
SHELFORD CONDOMINIUM,D11 / Bukit Timah,2005,https://www.edgeprop.sg/condo-apartment/shelford-condominium
SHELFORD COURT,D11 / Bukit Timah,1990,https://www.edgeprop.sg/condo-apartment/shelford-court
SHELFORD GARDEN,D11 / Bukit Timah,1982,https://www.edgeprop.sg/condo-apartment/shelford-garden
SHELFORD GREEN,D11 / Bukit Timah,1982,https://www.edgeprop.sg/condo-apartment/shelford-green
SHELFORD LODGE,D11 / Bukit Timah,Unknown,https://www.edgeprop.sg/condo-apartment/shelford-lodge
SHELFORD MANSIONS,D11 / Bukit Timah,1987,https://www.edgeprop.sg/condo-apartment/shelford-mansions
SHELFORD REGENCY,D11 / Bukit Timah,1998,https://www.edgeprop.sg/condo-apartment/shelford-regency
SHELFORD SUITES,D11 / Bukit Timah,2011,https://www.edgeprop.sg/condo-apartment/shelford-suites
SHELFORD VALE,D11 / Bukit Timah,1977,https://www.edgeprop.sg/condo-apartment/shelford-vale
SHELFORD VIEW,D11 / Bukit Timah,1983,https://www.edgeprop.sg/condo-apartment/shelford-view
SHERIDAN COURT,D15 / Bedok,1985,https://www.edgeprop.sg/condo-apartment/sheridan-court
SHERWOOD CONDOMINIUM,D21 / Bukit Timah,1998,https://www.edgeprop.sg/condo-apartment/sherwood-condominium
SHERWOOD TOWER,D21 / Bukit Timah,1980,https://www.edgeprop.sg/condo-apartment/sherwood-tower
SHIBA APARTMENTS,D12 / Novena,Unknown,https://www.edgeprop.sg/condo-apartment/shiba-apartments
SHU JIN COURT,D15 / Bedok,1985,https://www.edgeprop.sg/condo-apartment/shu-jin-court
SIGLAP COURT,D15 / Bedok,1984,https://www.edgeprop.sg/condo-apartment/siglap-court
SIGLAP LODGE,D15 / Bedok,1996,https://www.edgeprop.sg/condo-apartment/siglap-lodge
SIGLAP V,D15 / Bedok,2013,https://www.edgeprop.sg/condo-apartment/siglap-v
SIGNATURE AT LEWIS,D10 / Tanglin,2011,https://www.edgeprop.sg/condo-apartment/signature-at-lewis
SIGNATURE CREST,D15 / Geylang,2006,https://www.edgeprop.sg/condo-apartment/signature-crest
SIGNATURE PARK,D21 / Bukit Timah,1998,https://www.edgeprop.sg/condo-apartment/signature-park
SIGNATURE RESIDENCE,D15 / Geylang,2008,https://www.edgeprop.sg/condo-apartment/signature-residence
SILAHIS APARTMENTS,D15 / Bedok,1993,https://www.edgeprop.sg/condo-apartment/silahis-apartments
SILVER TOWER,D9 / Newton,1986,https://www.edgeprop.sg/condo-apartment/silver-tower
SILVERSCAPE,D14 / Geylang,2015,https://www.edgeprop.sg/condo-apartment/silverscape
SILVERSEA,D15 / Marine Parade,2014,https://www.edgeprop.sg/condo-apartment/silversea
SIMEI GREEN CONDOMINIUM,D18 / Tampines,1999,https://www.edgeprop.sg/condo-apartment/simei-green-condominium
SIMON PLAZA,D19 / Hougang,1990,https://www.edgeprop.sg/condo-apartment/simon-plaza
SIMONVILLE,D19 / Hougang,1984,https://www.edgeprop.sg/condo-apartment/simonville
SIMS DORADO,D14 / Geylang,2008,https://www.edgeprop.sg/condo-apartment/sims-dorado
SIMS EDGE,D14 / Geylang,2014,https://www.edgeprop.sg/condo-apartment/sims-edge
SIMS GREEN,D14 / Geylang,2003,https://www.edgeprop.sg/condo-apartment/sims-green
SIMS MANSION,D14 / Geylang,1976,https://www.edgeprop.sg/condo-apartment/sims-mansion
SIMS MEADOWS,D14 / Geylang,2002,https://www.edgeprop.sg/condo-apartment/sims-meadows
SIMS POINT,D14 / Geylang,1993,https://www.edgeprop.sg/condo-apartment/sims-point
SIMS RESIDENCES,D14 / Geylang,2002,https://www.edgeprop.sg/condo-apartment/sims-residences
SIMSVILLE,D14 / Geylang,1998,https://www.edgeprop.sg/condo-apartment/simsville
SIN MING PLAZA,D20 / Bishan,1992,https://www.edgeprop.sg/condo-apartment/sin-ming-plaza
SIN THAI HIN BUILDING,D7 / Rochor,1984,https://www.edgeprop.sg/condo-apartment/sin-thai-hin-building
SING LIAN BUILDING,D14 / Bedok,1982,https://www.edgeprop.sg/condo-apartment/sing-lian-building
SINGA COURT,D14 / Bedok,1985,https://www.edgeprop.sg/condo-apartment/singa-court
SIXTH AVENUE CENTRE,D10 / Bukit Timah,1986,https://www.edgeprop.sg/condo-apartment/sixth-avenue-centre
SIXTH AVENUE VILLE,D10 / Bukit Timah,1999,https://www.edgeprop.sg/condo-apartment/sixth-avenue-ville
SKT MANSIONS,D14 / Geylang,1993,https://www.edgeprop.sg/condo-apartment/skt-mansions
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/sky-eleven
SKYLINE 360 @ ST THOMAS WALK,D9 / River Valley,2012,https://www.edgeprop.sg/condo-apartment/skyline-360-st-thomas-walk
SKYLINE @ ORCHARD BOULEVARD,D9 / River Valley,2015,https://www.edgeprop.sg/condo-apartment/skyline-orchard-boulevard
SKYLINE RESIDENCES,D4 / Bukit Merah,2015,https://www.edgeprop.sg/condo-apartment/skyline-residences
SKYPARK,D9 / River Valley,2010,https://www.edgeprop.sg/condo-apartment/skypark
SKYSUITES17,D12 / Novena,2014,https://www.edgeprop.sg/condo-apartment/skysuites17
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/skysuites-anson
SMAILING COURT,D14 / Bedok,2002,https://www.edgeprop.sg/condo-apartment/smailing-court
SMART HOUSE,D10 / Tanglin,Uncompleted,https://www.edgeprop.sg/condo-apartment/smart-house
SOHO 188,D8 / Rochor,2008,https://www.edgeprop.sg/condo-apartment/soho-188
SOHO @ FARRER,D8 / Rochor,2005,https://www.edgeprop.sg/condo-apartment/soho-farrer
SOLEIL @ SINARAN,D11 / Novena,2011,https://www.edgeprop.sg/condo-apartment/soleil-sinaran
SOMMERVILLE COURT,D13 / Serangoon,1986,https://www.edgeprop.sg/condo-apartment/sommerville-court
SOMMERVILLE GRANDEUR,D10 / Tanglin,1996,https://www.edgeprop.sg/condo-apartment/sommerville-grandeur
SOMMERVILLE LOFT,D13 / Serangoon,2003,https://www.edgeprop.sg/condo-apartment/sommerville-loft
SOMMERVILLE PARK,D10 / Tanglin,1985,https://www.edgeprop.sg/condo-apartment/sommerville-park
SOPHIA 98,D9 / Rochor,2002,https://www.edgeprop.sg/condo-apartment/sophia-98
SOPHIA APARTMENTS,D9 / Rochor,1984,https://www.edgeprop.sg/condo-apartment/sophia-apartments
SOPHIA COURT,D9 / Rochor,1985,https://www.edgeprop.sg/condo-apartment/sophia-court
SOPHIA FLATS,D9 / Rochor,2007,https://www.edgeprop.sg/condo-apartment/sophia-flats
SOPHIA LODGE,D9 / Rochor,2006,https://www.edgeprop.sg/condo-apartment/sophia-lodge
SOPHIA MANSION,D9 / Rochor,1989,https://www.edgeprop.sg/condo-apartment/sophia-mansion
SOPHIA RESIDENCE,D9 / Rochor,2014,https://www.edgeprop.sg/condo-apartment/sophia-residence
SOPHIA VILLA,D9 / Rochor,1985,https://www.edgeprop.sg/condo-apartment/sophia-villa
SOUTHAVEN I,D21 / Bukit Panjang,1997,https://www.edgeprop.sg/condo-apartment/southaven-i
SOUTHAVEN II,D21 / Bukit Panjang,1999,https://www.edgeprop.sg/condo-apartment/southaven-ii
SOUTHBANK,D7 / Kallang,2010,https://www.edgeprop.sg/condo-apartment/southbank
SPA BUILDING,D8 / Kallang,1986,https://www.edgeprop.sg/condo-apartment/spa-building
SPACE @ KOVAN,D19 / Serangoon,2015,https://www.edgeprop.sg/condo-apartment/space-kovan
SPANISH VILLAGE,D10 / Tanglin,1987,https://www.edgeprop.sg/condo-apartment/spanish-village
SPOTTISWOODE 18,D2 / Bukit Merah,2014,https://www.edgeprop.sg/condo-apartment/spottiswoode-18
SPOTTISWOODE APARTMENT,D2 / Bukit Merah,1982,https://www.edgeprop.sg/condo-apartment/spottiswoode-apartment
SPOTTISWOODE PARK,D2 / Bukit Merah,1970,https://www.edgeprop.sg/condo-apartment/spottiswoode-park
SPOTTISWOODE RESIDENCES,D2 / Bukit Merah,2013,https://www.edgeprop.sg/condo-apartment/spottiswoode-residences
SPRING @ KATONG,D15 / Marine Parade,2006,https://www.edgeprop.sg/condo-apartment/spring-katong
SPRING @ LANGSAT,D15 / Geylang,2010,https://www.edgeprop.sg/condo-apartment/spring-langsat
SPRING COURT,D12 / Novena,2005,https://www.edgeprop.sg/condo-apartment/spring-court
SPRING GARDENS,D15 / Marine Parade,2000,https://www.edgeprop.sg/condo-apartment/spring-gardens
SPRING GROVE,D10 / Tanglin,1996,https://www.edgeprop.sg/condo-apartment/spring-grove
SPRING MANSION,D12 / Novena,1983,https://www.edgeprop.sg/condo-apartment/spring-mansion
SPRINGDALE CONDOMINIUM,D21 / Bukit Panjang,1998,https://www.edgeprop.sg/condo-apartment/springdale-condominium
SPRINGVALE,D15 / Bedok,1995,https://www.edgeprop.sg/condo-apartment/springvale
SPRINGWELL MANSION,D16 / Bedok,1983,https://www.edgeprop.sg/condo-apartment/springwell-mansion
ST FRANCIS COURT,D12 / Kallang,1994,https://www.edgeprop.sg/condo-apartment/st-francis-court
ST FRANCIS LODGE,D12 / Kallang,1998,https://www.edgeprop.sg/condo-apartment/st-francis-lodge
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-martin-residence
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-martin-s-apartment
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-martin-s-court
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-martin-s-lodge
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-martin-s-mansion
ST MICHAEL REGENCY,D12 / Kallang,2010,https://www.edgeprop.sg/condo-apartment/st-michael-regency
ST MICHAEL VILLA,D12 / Kallang,1970,https://www.edgeprop.sg/condo-apartment/st-michael-villa
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-michael-s-condominium
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-michael-s-court
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-michael-s-place
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-court
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-garden
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-green
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-loft
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-residences
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-view
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/st-patrick-s-villa
ST REGIS RESIDENCES SINGAPORE,D10 / Orchard,2008,https://www.edgeprop.sg/condo-apartment/st-regis-residences-singapore
ST THOMAS APARTMENT,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/st-thomas-apartment
ST THOMAS COURT,D9 / River Valley,1993,https://www.edgeprop.sg/condo-apartment/st-thomas-court
ST THOMAS LODGE,D9 / River Valley,Unknown,https://www.edgeprop.sg/condo-apartment/st-thomas-lodge
ST THOMAS MANSIONS,D9 / River Valley,1986,https://www.edgeprop.sg/condo-apartment/st-thomas-mansions
ST THOMAS SUITES,D9 / River Valley,2010,https://www.edgeprop.sg/condo-apartment/st-thomas-suites
ST THOMAS VIEW,D9 / River Valley,1995,https://www.edgeprop.sg/condo-apartment/st-thomas-view
ST THOMAS VILLE,D9 / River Valley,2000,https://www.edgeprop.sg/condo-apartment/st-thomas-ville
STADIA,D19 / Serangoon,2010,https://www.edgeprop.sg/condo-apartment/stadia
STAR MANSIONS,D11 / Novena,1989,https://www.edgeprop.sg/condo-apartment/star-mansions
STARLIGHT SUITES,D9 / River Valley,2014,https://www.edgeprop.sg/condo-apartment/starlight-suites
STARPOINT,D5 / Queenstown,1980,https://www.edgeprop.sg/condo-apartment/starpoint
STARVILLE,D14 / Bedok,2006,https://www.edgeprop.sg/condo-apartment/starville
38 STEVENS ROAD,D10 / Tanglin,1989,https://www.edgeprop.sg/condo-apartment/38-stevens-road
STEVENS LOFT,D10 / Tanglin,2003,https://www.edgeprop.sg/condo-apartment/stevens-loft
STEVENS SUITES,D10 / Tanglin,2013,https://www.edgeprop.sg/condo-apartment/stevens-suites
STILL MANSIONS,D15 / Bedok,1967,https://www.edgeprop.sg/condo-apartment/still-mansions
STILLINGIA COURT,D15 / Bedok,1984,https://www.edgeprop.sg/condo-apartment/stillingia-court
STILLZ RESIDENCE,D15 / Geylang,2011,https://www.edgeprop.sg/condo-apartment/stillz-residence
STRAITS RESIDENCES,D15 / Geylang,2013,https://www.edgeprop.sg/condo-apartment/straits-residences
STRATA,D11 / Novena,2006,https://www.edgeprop.sg/condo-apartment/strata
STRATFORD COURT,D16 / Bedok,1998,https://www.edgeprop.sg/condo-apartment/stratford-court
STUDIO 3,D10 / Tanglin,2005,https://www.edgeprop.sg/condo-apartment/studio-3
STUDIO8,D14 / Kallang,2014,https://www.edgeprop.sg/condo-apartment/studio8
STUDIOS @ MARNE,D8 / Kallang,2010,https://www.edgeprop.sg/condo-apartment/studios-marne
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/studios-tembeling
STURDEE VIEW,D8 / Kallang,1999,https://www.edgeprop.sg/condo-apartment/sturdee-view
SUFFOLK APARTMENT,D11 / Novena,1983,https://www.edgeprop.sg/condo-apartment/suffolk-apartment
SUFFOLK PREMIER,D11 / Novena,2007,https://www.edgeprop.sg/condo-apartment/suffolk-premier
SUI GENERIS,D10 / Newton,2010,https://www.edgeprop.sg/condo-apartment/sui-generis
SUITES 123,D8 / Kallang,2011,https://www.edgeprop.sg/condo-apartment/suites-123
SUITES 28,D14 / Geylang,2014,https://www.edgeprop.sg/condo-apartment/suites-28
SUITES @ AMBER,D15 / Marine Parade,2010,https://www.edgeprop.sg/condo-apartment/suites-amber
SUITES @ CAIRNHILL,D9 / Newton,2010,https://www.edgeprop.sg/condo-apartment/suites-cairnhill
SUITES @ EASTCOAST,D15 / Bedok,2012,https://www.edgeprop.sg/condo-apartment/suites-eastcoast
SUITES @ EUNOS,D14 / Bedok,2012,https://www.edgeprop.sg/condo-apartment/suites-eunos
SUITES @ GUILLEMARD,D15 / Geylang,2014,https://www.edgeprop.sg/condo-apartment/suites-guillemard
SUITES@ KATONG,D15 / Marine Parade,2012,https://www.edgeprop.sg/condo-apartment/suites-katong
SUITES @ KOVAN,D19 / Hougang,2010,https://www.edgeprop.sg/condo-apartment/suites-kovan
SUITES @ NEWTON,D11 / Novena,2016,https://www.edgeprop.sg/condo-apartment/suites-newton
SUITES @ OWEN,D8 / Kallang,2009,https://www.edgeprop.sg/condo-apartment/suites-owen
SUITES @ PAYA LEBAR,D19 / Hougang,2013,https://www.edgeprop.sg/condo-apartment/suites-paya-lebar
SUITES @ SHREWSBURY,D11 / Novena,2012,https://www.edgeprop.sg/condo-apartment/suites-shrewsbury
SUITES @ SIMS,D14 / Geylang,2013,https://www.edgeprop.sg/condo-apartment/suites-sims
SUITES @ SURREY,D11 / Novena,2008,https://www.edgeprop.sg/condo-apartment/suites-surrey
SUITES @ TOPAZ,D12 / Kallang,2012,https://www.edgeprop.sg/condo-apartment/suites-topaz
SUITES AT BUKIT TIMAH,D21 / Bukit Timah,2014,https://www.edgeprop.sg/condo-apartment/suites-at-bukit-timah
SUITES AT ORCHARD,D9 / Museum,2014,https://www.edgeprop.sg/condo-apartment/suites-at-orchard
SUITES DE LAUREL,D21 / Bukit Timah,2012,https://www.edgeprop.sg/condo-apartment/suites-de-laurel
SUITES TWENTY-TWO,D15 / Bedok,2005,https://www.edgeprop.sg/condo-apartment/suites-twenty-two
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/suites-braddell
N/A,N/A,N/A,https://www.edgeprop.sg/condo-apartment/suites-changi
SULTAN GATE PLACE,D7 / Rochor,1989,https://www.edgeprop.sg/condo-apartment/sultan-gate-place
SUMMER APARTMENTS,D9 / River Valley,1994,https://www.edgeprop.sg/condo-apartment/summer-apartments
SUMMER GREEN,D12 / Novena,1996,https://www.edgeprop.sg/condo-apartment/summer-green
SUMMER SCENT,D19 / Hougang,2012,https://www.edgeprop.sg/condo-apartment/summer-scent
SUMMER VIEW,D14 / Geylang,1998,https://www.edgeprop.sg/condo-apartment/summer-view
SUMMERDALE,D22 / Jurong West,2000,https://www.edgeprop.sg/condo-apartment/summerdale
SUMMERHILL,D21 / Bukit Batok,2002,https://www.edgeprop.sg/condo-apartment/summerhill
SUN COURT,D21 / Bukit Timah,1985,https://www.edgeprop.sg/condo-apartment/sun-court
SUN PLAZA,D27 / Sembawang,2000,https://www.edgeprop.sg/condo-apartment/sun-plaza
SUN ROSIER,D19 / Serangoon,1985,https://www.edgeprop.sg/condo-apartment/sun-rosier
SUNBIRD VIEW,D16 / Tampines,1994,https://www.edgeprop.sg/condo-apartment/sunbird-view
SUNFLOWER COURT,D14 / Geylang,2001,https://www.edgeprop.sg/condo-apartment/sunflower-court
SUNFLOWER GRANDEUR,D14 / Geylang,2004,https://www.edgeprop.sg/condo-apartment/sunflower-grandeur
